a, b
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 1
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 1
2, 0
2, 3
2, 0
2, 0
2, 0
2, 1
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
3, 0
3, 11
3, 0
3, 0
3, 22
3, 10
3, 18
3, 14
3, 6
3, 9
3, 27
3, 21
3, 2
3, 2
3, 0
3, 2
3, 1
3, 2
3, 0
3, 2
3, 0
3, 2
3, 2
3, 0
3, 0
3, 1
3, 0
3, 0
3, 0
3, 1
3, 0
3, 0
3, 0
3, 3
3, 2
3, 0
3, 4
3, 0
3, 0
3, 0
3, 0
3, 0
3, 4
3, 0
3, 0
3, 0
3, 2
3, 0
3, 1
3, 0
3, 0
3, 1
3, 1
3, 11
3, 7
3, 0
3, 1
3, 1
3, 0
3, 2
3, 0
3, 0
3, 0
3, 0
3, 1
3, 2
3, 0
3, 3
3, 0
3, 1
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 2
3, 0
3, 2
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 1
3, 0
3, 1
3, 0
3, 0
3, 0
3, 2
3, 4
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
4, 0
4, 10
4, 12
4, 8
4, 0
4, 10
4, 7
4, 13
4, 6
4, 9
4, 23
4, 9
4, 4
4, 1
4, 2
4, 1
4, 0
4, 1
4, 2
4, 1
4, 0
4, 6
4, 1
4, 0
4, 1
4, 0
4, 8
4, 0
4, 17
4, 1
4, 0
4, 0
4, 0
4, 3
4, 1
4, 0
4, 6
4, 0
4, 0
4, 0
4, 0
4, 1
4, 1
4, 0
4, 0
4, 0
4, 1
4, 0
4, 3
4, 0
4, 1
4, 1
4, 1
4, 0
4, 4
4, 0
4, 0
4, 2
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 7
4, 3
4, 0
4, 2
4, 0
4, 1
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 4
4, 0
4, 0
4, 0
4, 0
4, 5
4, 0
4, 0
4, 0
4, 1
4, 0
4, 1
4, 0
4, 0
4, 8
4, 2
4, 5
4, 0
4, 11
4, 0
4, 0
4, 0
4, 0
5, 0
5, 0
5, 13
5, 0
5, 21
5, 0
5, 18
5, 11
5, 6
5, 47
5, 42
5, 16
5, 2
5, 2
5, 0
5, 3
5, 1
5, 2
5, 4
5, 1
5, 0
5, 0
5, 3
5, 0
5, 0
5, 0
5, 30
5, 0
5, 12
5, 1
5, 0
5, 0
5, 0
5, 5
5, 1
5, 0
5, 12
5, 0
5, 0
5, 0
5, 0
5, 0
5, 3
5, 0
5, 6
5, 1
5, 1
5, 0
5, 1
5, 0
5, 0
5, 0
5, 1
5, 0
5, 2
5, 0
5, 9
5, 3
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 9
5, 3
5, 0
5, 2
5, 0
5, 1
5, 0
5, 0
5, 1
5, 0
5, 0
5, 0
5, 0
5, 1
5, 0
5, 0
5, 0
5, 0
5, 0
5, 5
5, 0
5, 0
5, 2
5, 0
5, 3
5, 0
5, 0
5, 14
5, 1
5, 0
5, 0
5, 0
5, 0
5, 3
5, 0
5, 0
6, 0
6, 15
6, 12
6, 11
6, 19
6, 9
6, 0
6, 15
6, 6
6, 10
6, 28
6, 10
6, 2
6, 2
6, 0
6, 1
6, 1
6, 1
6, 0
6, 5
6, 0
6, 2
6, 2
6, 0
6, 0
6, 0
6, 8
6, 0
6, 0
6, 1
6, 0
6, 0
6, 0
6, 0
6, 2
6, 0
6, 3
6, 0
6, 0
6, 1
6, 0
6, 0
6, 2
6, 0
6, 0
6, 0
6, 2
6, 0
6, 2
6, 0
6, 1
6, 0
6, 24
6, 1
6, 0
6, 0
6, 13
6, 1
6, 0
6, 5
6, 0
6, 0
6, 0
6, 0
6, 9
6, 2
6, 0
6, 3
6, 0
6, 1
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 2
6, 0
6, 0
6, 0
6, 0
6, 0
6, 3
6, 0
6, 0
6, 1
6, 0
6, 1
6, 0
6, 0
6, 0
6, 5
6, 0
6, 0
6, 0
6, 0
6, 5
6, 0
6, 0
7, 7
7, 14
7, 0
7, 9
7, 20
7, 7
7, 15
7, 0
7, 5
7, 10
7, 25
7, 8
7, 2
7, 2
7, 0
7, 1
7, 1
7, 1
7, 0
7, 3
7, 0
7, 2
7, 2
7, 0
7, 0
7, 0
7, 7
7, 0
7, 0
7, 1
7, 0
7, 0
7, 0
7, 0
7, 3
7, 0
7, 19
7, 0
7, 0
7, 0
7, 0
7, 2
7, 1
7, 0
7, 15
7, 3
7, 8
7, 0
7, 4
7, 0
7, 0
7, 0
7, 1
7, 10
7, 0
7, 0
7, 1
7, 1
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 39
7, 2
7, 0
7, 3
7, 0
7, 1
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 1
7, 0
7, 0
7, 2
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 1
7, 0
7, 1
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 3
7, 0
7, 0
7, 0
7, 0
8, 9
8, 10
8, 0
8, 8
8, 18
8, 9
8, 8
8, 9
8, 0
8, 21
8, 39
8, 44
8, 2
8, 2
8, 0
8, 2
8, 1
8, 2
8, 1
8, 1
8, 0
8, 0
8, 3
8, 0
8, 0
8, 1
8, 4
8, 0
8, 8
8, 1
8, 0
8, 0
8, 1
8, 3
8, 0
8, 0
8, 15
8, 0
8, 0
8, 0
8, 0
8, 0
8, 4
8, 0
8, 0
8, 0
8, 1
8, 0
8, 1
8, 0
8, 0
8, 0
8, 1
8, 5
8, 6
8, 0
8, 21
8, 1
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 2
8, 3
8, 0
8, 2
8, 0
8, 1
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 13
8, 0
8, 2
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 2
8, 0
8, 1
8, 0
8, 0
8, 0
8, 1
8, 4
8, 0
8, 0
8, 0
8, 3
8, 0
8, 0
9, 8
9, 9
9, 0
9, 11
9, 18
9, 26
9, 5
9, 7
9, 4
9, 0
9, 43
9, 5
9, 2
9, 2
9, 0
9, 2
9, 1
9, 2
9, 0
9, 1
9, 0
9, 0
9, 3
9, 0
9, 0
9, 0
9, 0
9, 0
9, 12
9, 1
9, 0
9, 1
9, 0
9, 1
9, 1
9, 0
9, 4
9, 0
9, 0
9, 0
9, 0
9, 0
9, 4
9, 0
9, 0
9, 1
9, 2
9, 0
9, 1
9, 0
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 3
9, 5
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 15
9, 3
9, 0
9, 2
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 2
9, 0
9, 0
9, 1
9, 0
9, 3
9, 0
9, 0
9, 5
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
10, 0
10, 12
10, 11
10, 9
10, 11
10, 12
10, 6
10, 11
10, 5
10, 22
10, 0
10, 5
10, 2
10, 2
10, 0
10, 1
10, 0
10, 1
10, 0
10, 2
10, 0
10, 1
10, 1
10, 0
10, 1
10, 0
10, 18
10, 0
10, 1
10, 1
10, 0
10, 0
10, 0
10, 0
10, 1
10, 0
10, 3
10, 0
10, 0
10, 0
10, 0
10, 0
10, 4
10, 0
10, 0
10, 0
10, 5
10, 0
10, 1
10, 0
10, 0
10, 0
10, 2
10, 0
10, 0
10, 0
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 26
10, 2
10, 0
10, 3
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 1
10, 0
10, 3
10, 0
10, 0
10, 7
10, 1
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
11, 0
11, 12
11, 0
11, 23
11, 19
11, 16
11, 7
11, 10
11, 10
11, 4
11, 8
11, 0
11, 2
11, 2
11, 0
11, 3
11, 1
11, 2
11, 0
11, 1
11, 0
11, 1
11, 3
11, 0
11, 0
11, 1
11, 10
11, 0
11, 1
11, 1
11, 0
11, 0
11, 1
11, 3
11, 1
11, 0
11, 6
11, 0
11, 0
11, 0
11, 0
11, 0
11, 4
11, 0
11, 0
11, 0
11, 1
11, 0
11, 0
11, 0
11, 0
11, 0
11, 1
11, 7
11, 14
11, 0
11, 1
11, 2
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 2
11, 3
11, 0
11, 3
11, 0
11, 1
11, 0
11, 4
11, 0
11, 1
11, 0
11, 0
11, 0
11, 5
11, 0
11, 1
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 1
11, 0
11, 2
11, 0
11, 0
11, 5
11, 1
11, 12
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
12, 7
12, 10
12, 0
12, 12
12, 31
12, 9
12, 7
12, 9
12, 4
12, 8
12, 16
12, 3
12, 0
12, 1
12, 2
12, 1
12, 0
12, 1
12, 11
12, 1
12, 0
12, 6
12, 1
12, 0
12, 1
12, 0
12, 1
12, 0
12, 11
12, 1
12, 0
12, 0
12, 0
12, 29
12, 1
12, 0
12, 6
12, 0
12, 0
12, 0
12, 0
12, 1
12, 1
12, 0
12, 0
12, 0
12, 1
12, 0
12, 2
12, 0
12, 1
12, 0
12, 14
12, 1
12, 0
12, 0
12, 9
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 10
12, 3
12, 0
12, 2
12, 0
12, 1
12, 0
12, 0
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 6
12, 0
12, 0
12, 0
12, 2
12, 0
12, 2
12, 0
12, 0
12, 4
12, 3
12, 19
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 55
13, 15
13, 6
13, 10
13, 70
13, 5
13, 2
13, 0
13, 0
13, 1
13, 0
13, 1
13, 0
13, 2
13, 0
13, 1
13, 1
13, 0
13, 1
13, 0
13, 18
13, 12
13, 0
13, 3
13, 0
13, 0
13, 1
13, 0
13, 1
13, 0
13, 5
13, 0
13, 0
13, 0
13, 0
13, 0
13, 3
13, 0
13, 7
13, 0
13, 3
13, 0
13, 18
13, 0
13, 1
13, 0
13, 2
13, 0
13, 11
13, 0
13, 0
13, 1
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 12
13, 2
13, 0
13, 3
13, 0
13, 1
13, 0
13, 0
13, 0
13, 1
13, 0
13, 0
13, 0
13, 1
13, 0
13, 1
13, 0
13, 0
13, 0
13, 12
13, 0
13, 0
13, 1
13, 0
13, 0
13, 0
13, 0
13, 0
13, 1
13, 5
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
14, 0
14, 0
14, 15
14, 0
14, 25
14, 12
14, 6
14, 10
14, 5
14, 7
14, 45
14, 3
14, 4
14, 1
14, 0
14, 1
14, 0
14, 1
14, 0
14, 1
14, 0
14, 40
14, 1
14, 0
14, 2
14, 0
14, 17
14, 2
14, 1
14, 3
14, 0
14, 0
14, 1
14, 0
14, 0
14, 0
14, 28
14, 0
14, 0
14, 0
14, 0
14, 2
14, 0
14, 0
14, 0
14, 11
14, 3
14, 0
14, 8
14, 0
14, 1
14, 0
14, 1
14, 0
14, 7
14, 0
14, 0
14, 1
14, 0
14, 15
14, 0
14, 0
14, 0
14, 0
14, 1
14, 3
14, 0
14, 3
14, 0
14, 1
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 2
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 2
14, 0
14, 0
14, 0
14, 0
14, 3
14, 2
14, 0
14, 0
14, 0
14, 0
14, 3
14, 0
14, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 50
15, 16
15, 10
15, 6
15, 38
15, 40
15, 10
15, 2
15, 2
15, 0
15, 0
15, 1
15, 2
15, 4
15, 1
15, 0
15, 0
15, 3
15, 0
15, 0
15, 0
15, 30
15, 0
15, 12
15, 1
15, 0
15, 0
15, 0
15, 13
15, 1
15, 0
15, 12
15, 0
15, 0
15, 0
15, 0
15, 0
15, 1
15, 0
15, 6
15, 10
15, 1
15, 0
15, 1
15, 0
15, 0
15, 0
15, 9
15, 0
15, 0
15, 0
15, 4
15, 5
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 2
15, 4
15, 0
15, 2
15, 0
15, 1
15, 0
15, 0
15, 1
15, 0
15, 0
15, 0
15, 0
15, 1
15, 0
15, 1
15, 0
15, 0
15, 0
15, 5
15, 0
15, 0
15, 2
15, 0
15, 3
15, 0
15, 0
15, 8
15, 1
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 56
16, 14
16, 6
16, 25
16, 10
16, 5
16, 2
16, 1
16, 0
16, 2
16, 0
16, 1
16, 0
16, 2
16, 0
16, 1
16, 2
16, 0
16, 0
16, 0
16, 0
16, 0
16, 11
16, 1
16, 0
16, 1
16, 0
16, 0
16, 1
16, 0
16, 2
16, 0
16, 0
16, 0
16, 0
16, 0
16, 2
16, 0
16, 0
16, 1
16, 1
16, 0
16, 39
16, 0
16, 1
16, 0
16, 15
16, 0
16, 15
16, 0
16, 0
16, 2
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 33
16, 2
16, 0
16, 3
16, 0
16, 1
16, 0
16, 0
16, 0
16, 1
16, 0
16, 0
16, 1
16, 0
16, 0
16, 2
16, 0
16, 0
16, 0
16, 6
16, 0
16, 0
16, 1
16, 0
16, 0
16, 0
16, 0
16, 0
16, 1
16, 0
16, 0
16, 3
16, 0
16, 0
16, 0
16, 0
17, 0
17, 0
17, 0
17, 26
17, 21
17, 15
17, 7
17, 11
17, 7
17, 4
17, 10
17, 5
17, 2
17, 2
17, 0
17, 2
17, 1
17, 0
17, 0
17, 2
17, 0
17, 2
17, 2
17, 0
17, 0
17, 0
17, 4
17, 0
17, 0
17, 1
17, 0
17, 0
17, 0
17, 3
17, 2
17, 0
17, 4
17, 0
17, 0
17, 0
17, 0
17, 0
17, 3
17, 0
17, 0
17, 0
17, 35
17, 0
17, 1
17, 0
17, 0
17, 0
17, 13
17, 1
17, 3
17, 0
17, 3
17, 1
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 3
17, 2
17, 0
17, 3
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 2
17, 0
17, 0
17, 9
17, 0
17, 0
17, 0
17, 5
17, 0
17, 2
17, 0
17, 0
17, 0
17, 2
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
18, 8
18, 0
18, 15
18, 17
18, 38
18, 15
18, 5
18, 7
18, 4
18, 3
18, 4
18, 4
18, 4
18, 1
18, 0
18, 2
18, 1
18, 2
18, 0
18, 29
18, 0
18, 2
18, 2
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 1
18, 0
18, 1
18, 0
18, 0
18, 1
18, 0
18, 2
18, 0
18, 0
18, 0
18, 0
18, 0
18, 1
18, 0
18, 0
18, 0
18, 1
18, 0
18, 1
18, 0
18, 0
18, 0
18, 9
18, 0
18, 0
18, 0
18, 1
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 7
18, 3
18, 0
18, 3
18, 0
18, 1
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 22
18, 0
18, 1
18, 0
18, 0
18, 0
18, 3
18, 0
18, 0
18, 2
18, 0
18, 2
18, 0
18, 0
18, 0
18, 2
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 57
19, 15
19, 6
19, 10
19, 28
19, 10
19, 2
19, 2
19, 0
19, 1
19, 1
19, 1
19, 31
19, 0
19, 0
19, 2
19, 2
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 1
19, 0
19, 1
19, 0
19, 0
19, 2
19, 0
19, 2
19, 0
19, 0
19, 0
19, 0
19, 0
19, 1
19, 0
19, 0
19, 0
19, 2
19, 0
19, 1
19, 0
19, 1
19, 0
19, 21
19, 1
19, 0
19, 0
19, 8
19, 1
19, 0
19, 5
19, 0
19, 0
19, 0
19, 0
19, 9
19, 2
19, 0
19, 3
19, 0
19, 1
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 11
19, 0
19, 0
19, 0
19, 0
19, 0
19, 3
19, 0
19, 0
19, 1
19, 0
19, 1
19, 0
19, 0
19, 0
19, 3
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 55
20, 12
20, 5
20, 9
20, 24
20, 10
20, 2
20, 2
20, 0
20, 0
20, 1
20, 1
20, 0
20, 4
20, 0
20, 2
20, 2
20, 0
20, 9
20, 0
20, 7
20, 2
20, 0
20, 1
20, 0
20, 1
20, 0
20, 0
20, 1
20, 0
20, 3
20, 0
20, 0
20, 1
20, 0
20, 0
20, 2
20, 0
20, 0
20, 0
20, 1
20, 0
20, 1
20, 0
20, 1
20, 0
20, 17
20, 0
20, 0
20, 0
20, 9
20, 0
20, 0
20, 5
20, 0
20, 0
20, 0
20, 0
20, 38
20, 82
20, 0
20, 2
20, 0
20, 1
20, 0
20, 0
20, 2
20, 0
20, 0
20, 0
20, 0
20, 7
20, 0
20, 32
20, 0
20, 0
20, 0
20, 4
20, 0
20, 0
20, 3
20, 0
20, 3
20, 0
20, 0
20, 5
20, 1
20, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 0
21, 0
21, 0
21, 15
21, 0
21, 42
21, 9
21, 7
21, 13
21, 6
21, 8
21, 22
21, 9
21, 4
21, 1
21, 4
21, 1
21, 0
21, 1
21, 2
21, 1
21, 0
21, 0
21, 1
21, 0
21, 1
21, 0
21, 8
21, 0
21, 17
21, 1
21, 0
21, 0
21, 0
21, 3
21, 1
21, 0
21, 16
21, 0
21, 0
21, 0
21, 0
21, 3
21, 1
21, 0
21, 0
21, 2
21, 1
21, 0
21, 5
21, 0
21, 1
21, 1
21, 1
21, 0
21, 4
21, 0
21, 0
21, 2
21, 0
21, 0
21, 0
21, 0
21, 0
21, 0
21, 1
21, 3
21, 0
21, 2
21, 0
21, 1
21, 0
21, 0
21, 0
21, 0
21, 0
21, 0
21, 0
21, 4
21, 0
21, 0
21, 0
21, 0
21, 5
21, 0
21, 0
21, 0
21, 2
21, 0
21, 0
21, 0
21, 0
21, 2
21, 2
21, 5
21, 0
21, 8
21, 0
21, 3
21, 0
21, 0
22, 0
22, 0
22, 0
22, 25
22, 20
22, 9
22, 17
22, 14
22, 6
22, 8
22, 24
22, 71
22, 2
22, 2
22, 1
22, 3
22, 1
22, 2
22, 0
22, 1
22, 0
22, 0
22, 0
22, 0
22, 0
22, 1
22, 9
22, 0
22, 1
22, 9
22, 0
22, 0
22, 2
22, 3
22, 1
22, 0
22, 5
22, 0
22, 0
22, 0
22, 0
22, 0
22, 3
22, 0
22, 0
22, 0
22, 3
22, 0
22, 0
22, 0
22, 0
22, 0
22, 1
22, 17
22, 14
22, 0
22, 1
22, 2
22, 0
22, 0
22, 0
22, 0
22, 0
22, 0
22, 8
22, 3
22, 0
22, 3
22, 0
22, 1
22, 0
22, 2
22, 0
22, 0
22, 0
22, 0
22, 0
22, 4
22, 0
22, 2
22, 0
22, 0
22, 0
22, 0
22, 0
22, 0
22, 1
22, 0
22, 2
22, 0
22, 0
22, 1
22, 0
22, 11
22, 0
22, 0
22, 0
22, 0
22, 0
22, 0
23, 0
23, 0
23, 0
23, 0
23, 43
23, 10
23, 7
23, 13
23, 6
23, 9
23, 23
23, 9
23, 4
23, 1
23, 2
23, 1
23, 0
23, 1
23, 2
23, 1
23, 0
23, 6
23, 1
23, 0
23, 1
23, 0
23, 8
23, 0
23, 17
23, 1
23, 0
23, 0
23, 0
23, 3
23, 1
23, 0
23, 6
23, 0
23, 0
23, 0
23, 0
23, 1
23, 1
23, 0
23, 0
23, 0
23, 1
23, 0
23, 3
23, 0
23, 1
23, 1
23, 1
23, 0
23, 4
23, 0
23, 0
23, 2
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 7
23, 3
23, 0
23, 2
23, 0
23, 1
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 4
23, 0
23, 0
23, 0
23, 0
23, 5
23, 0
23, 0
23, 0
23, 1
23, 0
23, 1
23, 0
23, 0
23, 8
23, 2
23, 5
23, 0
23, 11
23, 0
23, 0
23, 0
23, 0
24, 0
24, 0
24, 17
24, 0
24, 30
24, 12
24, 5
24, 9
24, 5
24, 8
24, 48
24, 4
24, 4
24, 1
24, 4
24, 1
24, 0
24, 1
24, 0
24, 1
24, 1
24, 1
24, 1
24, 0
24, 0
24, 0
24, 25
24, 2
24, 1
24, 4
24, 0
24, 0
24, 1
24, 0
24, 0
24, 0
24, 7
24, 0
24, 0
24, 0
24, 0
24, 0
24, 1
24, 0
24, 7
24, 0
24, 3
24, 0
24, 2
24, 0
24, 1
24, 0
24, 5
24, 0
24, 0
24, 0
24, 0
24, 1
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 3
24, 2
24, 0
24, 3
24, 0
24, 1
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 50
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 1
24, 0
24, 3
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 69
25, 20
25, 39
25, 43
25, 2
25, 2
25, 0
25, 2
25, 1
25, 2
25, 1
25, 1
25, 0
25, 0
25, 2
25, 0
25, 0
25, 0
25, 4
25, 0
25, 8
25, 1
25, 0
25, 0
25, 1
25, 3
25, 0
25, 0
25, 48
25, 0
25, 0
25, 0
25, 0
25, 1
25, 1
25, 0
25, 0
25, 0
25, 1
25, 0
25, 5
25, 0
25, 1
25, 0
25, 1
25, 0
25, 0
25, 0
25, 14
25, 1
25, 0
25, 0
25, 0
25, 1
25, 0
25, 0
25, 3
25, 3
25, 0
25, 3
25, 0
25, 1
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 7
25, 0
25, 2
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 1
25, 0
25, 0
25, 0
25, 0
25, 17
25, 2
25, 4
25, 0
25, 0
25, 0
25, 4
25, 0
25, 0
26, 0
26, 0
26, 15
26, 0
26, 29
26, 17
26, 5
26, 10
26, 5
26, 12
26, 26
26, 9
26, 2
26, 1
26, 0
26, 3
26, 0
26, 2
26, 0
26, 1
26, 0
26, 1
26, 2
26, 0
26, 2
26, 0
26, 0
26, 0
26, 1
26, 1
26, 0
26, 0
26, 1
26, 3
26, 1
26, 0
26, 7
26, 0
26, 0
26, 0
26, 0
26, 0
26, 3
26, 0
26, 6
26, 0
26, 3
26, 0
26, 1
26, 0
26, 0
26, 0
26, 1
26, 0
26, 0
26, 0
26, 2
26, 2
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 13
26, 3
26, 0
26, 3
26, 0
26, 1
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 1
26, 0
26, 0
26, 0
26, 0
26, 0
26, 2
26, 0
26, 0
26, 2
26, 0
26, 4
26, 0
26, 0
26, 8
26, 1
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
27, 0
27, 0
27, 17
27, 0
27, 29
27, 12
27, 5
27, 10
27, 10
27, 1
27, 43
27, 4
27, 4
27, 2
27, 4
27, 0
27, 0
27, 1
27, 0
27, 1
27, 0
27, 0
27, 1
27, 0
27, 2
27, 0
27, 21
27, 0
27, 0
27, 4
27, 0
27, 0
27, 1
27, 0
27, 0
27, 0
27, 6
27, 0
27, 0
27, 0
27, 0
27, 0
27, 1
27, 0
27, 7
27, 0
27, 3
27, 0
27, 4
27, 0
27, 1
27, 0
27, 5
27, 0
27, 0
27, 0
27, 0
27, 1
27, 0
27, 0
27, 0
27, 0
27, 0
27, 0
27, 2
27, 3
27, 0
27, 3
27, 0
27, 1
27, 0
27, 0
27, 0
27, 1
27, 0
27, 0
27, 0
27, 0
27, 0
27, 1
27, 0
27, 0
27, 0
27, 0
27, 0
27, 0
27, 1
27, 0
27, 2
27, 0
27, 0
27, 0
27, 1
27, 0
27, 0
27, 0
27, 0
27, 0
