a, b
2, 1
2, 43
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 1
2, 0
2, 5
2, 0
2, 1
2, 1
2, 0
2, 0
2, 0
2, 18
2, 0
2, 9
2, 0
2, 0
2, 0
2, 2
2, 0
2, 0
2, 1
2, 0
2, 0
2, 0
2, 0
3, 0
3, 1001
3, 14
3, 0
3, 1536
3, 1542
3, 757
3, 2208
3, 489
3, 105
3, 87
3, 339
3, 102
3, 32
3, 3
3, 47
3, 1
3, 32
3, 160
3, 27
3, 1
3, 7
3, 138
3, 0
3, 1
3, 1
3, 9
3, 6
3, 1
3, 22
3, 12
3, 0
3, 2
3, 36
3, 75
3, 0
3, 61
3, 0
3, 0
3, 0
3, 0
3, 1
3, 10
3, 0
3, 23
3, 0
3, 51
3, 0
3, 3
3, 0
3, 1
3, 2
3, 2
3, 19
3, 9
3, 0
3, 2
3, 1
3, 0
3, 2
3, 0
3, 15
3, 0
3, 0
3, 16
3, 33
3, 0
3, 119
3, 1
3, 43
3, 0
3, 3
3, 0
3, 66
3, 0
3, 0
3, 20
3, 3
3, 0
3, 5
3, 0
3, 1
3, 7
3, 0
3, 0
3, 0
3, 18
3, 22
3, 2
3, 0
3, 0
3, 0
3, 3
3, 11
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
4, 0
4, 990
4, 1452
4, 1346
4, 0
4, 1530
4, 617
4, 1693
4, 246
4, 104
4, 280
4, 91
4, 257
4, 33
4, 2
4, 46
4, 8
4, 30
4, 147
4, 26
4, 1
4, 30
4, 48
4, 0
4, 1
4, 1
4, 45
4, 44
4, 68
4, 22
4, 0
4, 0
4, 0
4, 29
4, 3
4, 2
4, 62
4, 0
4, 0
4, 0
4, 0
4, 13
4, 2
4, 0
4, 0
4, 0
4, 51
4, 0
4, 4
4, 0
4, 2
4, 162
4, 2
4, 0
4, 45
4, 6
4, 2
4, 2
4, 0
4, 0
4, 0
4, 1
4, 0
4, 0
4, 22
4, 34
4, 0
4, 60
4, 0
4, 43
4, 0
4, 0
4, 1
4, 0
4, 0
4, 0
4, 20
4, 5
4, 0
4, 3
4, 1
4, 1
4, 44
4, 0
4, 0
4, 0
4, 18
4, 22
4, 2
4, 0
4, 0
4, 8
4, 11
4, 9
4, 0
4, 13
4, 0
4, 0
4, 0
4, 0
5, 0
5, 0
5, 1885
5, 0
5, 1807
5, 0
5, 1398
5, 1700
5, 850
5, 386
5, 95
5, 528
5, 102
5, 32
5, 0
5, 94
5, 2
5, 59
5, 219
5, 26
5, 1
5, 0
5, 51
5, 0
5, 0
5, 0
5, 35
5, 4
5, 13
5, 22
5, 0
5, 0
5, 0
5, 6
5, 4
5, 0
5, 180
5, 0
5, 0
5, 0
5, 0
5, 27
5, 5
5, 0
5, 6
5, 5
5, 47
5, 0
5, 2
5, 0
5, 0
5, 0
5, 1
5, 1
5, 2
5, 1
5, 170
5, 3
5, 0
5, 0
5, 0
5, 0
5, 36
5, 0
5, 25
5, 36
5, 0
5, 60
5, 1
5, 43
5, 0
5, 0
5, 2
5, 66
5, 0
5, 0
5, 0
5, 15
5, 0
5, 3
5, 0
5, 1
5, 0
5, 6
5, 0
5, 1
5, 19
5, 0
5, 37
5, 0
5, 0
5, 32
5, 5
5, 2
5, 0
5, 1
5, 0
5, 3
5, 0
5, 0
6, 0
6, 1401
6, 1752
6, 1819
6, 404
6, 1690
6, 0
6, 1707
6, 250
6, 107
6, 134
6, 93
6, 102
6, 33
6, 0
6, 46
6, 12
6, 30
6, 0
6, 30
6, 123
6, 3
6, 48
6, 0
6, 0
6, 0
6, 11
6, 4
6, 0
6, 22
6, 2
6, 0
6, 0
6, 0
6, 4
6, 0
6, 60
6, 0
6, 0
6, 6
6, 0
6, 1
6, 6
6, 0
6, 1
6, 0
6, 50
6, 0
6, 55
6, 0
6, 4
6, 0
6, 106
6, 1
6, 0
6, 2
6, 31
6, 1
6, 0
6, 5
6, 0
6, 0
6, 0
6, 0
6, 25
6, 34
6, 0
6, 61
6, 0
6, 43
6, 0
6, 3
6, 1
6, 0
6, 0
6, 0
6, 0
6, 3
6, 0
6, 3
6, 0
6, 1
6, 0
6, 12
6, 0
6, 0
6, 18
6, 0
6, 2
6, 0
6, 0
6, 0
6, 35
6, 0
6, 0
6, 1
6, 0
6, 12
6, 0
6, 0
7, 665
7, 811
7, 12
7, 1368
7, 1534
7, 1078
7, 1731
7, 0
7, 608
7, 107
7, 129
7, 324
7, 102
7, 32
7, 36
7, 46
7, 7
7, 30
7, 1
7, 28
7, 1
7, 3
7, 48
7, 0
7, 0
7, 0
7, 8
7, 4
7, 1
7, 22
7, 2
7, 0
7, 2
7, 2
7, 149
7, 13
7, 349
7, 135
7, 0
7, 0
7, 0
7, 4
7, 2
7, 0
7, 88
7, 39
7, 100
7, 0
7, 5
7, 0
7, 0
7, 0
7, 2
7, 17
7, 0
7, 0
7, 4
7, 1
7, 0
7, 0
7, 0
7, 0
7, 2
7, 0
7, 145
7, 33
7, 0
7, 61
7, 4
7, 43
7, 0
7, 0
7, 0
7, 198
7, 0
7, 0
7, 21
7, 0
7, 0
7, 6
7, 0
7, 1
7, 1
7, 0
7, 0
7, 0
7, 18
7, 0
7, 3
7, 0
7, 0
7, 1
7, 1
7, 0
7, 0
7, 4
7, 0
7, 0
7, 0
7, 0
8, 761
8, 892
8, 0
8, 1825
8, 1346
8, 2297
8, 624
8, 1026
8, 0
8, 117
8, 99
8, 284
8, 102
8, 32
8, 2
8, 94
8, 1
8, 60
8, 161
8, 26
8, 1
8, 1
8, 68
8, 0
8, 1
8, 33
8, 10
8, 132
8, 9
8, 24
8, 5
8, 0
8, 2
8, 11
8, 3
8, 0
8, 76
8, 0
8, 39
8, 0
8, 0
8, 6
8, 5
8, 0
8, 0
8, 1
8, 92
8, 0
8, 3
8, 0
8, 1
8, 0
8, 1
8, 7
8, 7
8, 0
8, 196
8, 1
8, 0
8, 0
8, 0
8, 1
8, 2
8, 0
8, 17
8, 35
8, 0
8, 118
8, 4
8, 43
8, 0
8, 4
8, 1
8, 66
8, 0
8, 0
8, 0
8, 38
8, 0
8, 5
8, 0
8, 1
8, 0
8, 0
8, 0
8, 0
8, 19
8, 0
8, 2
8, 0
8, 0
8, 4
8, 2
8, 5
8, 0
8, 0
8, 0
8, 3
8, 0
8, 0
9, 760
9, 704
9, 14
9, 2264
9, 1344
9, 2771
9, 500
9, 1025
9, 247
9, 0
9, 297
9, 244
9, 102
9, 32
9, 0
9, 47
9, 78
9, 31
9, 1
9, 26
9, 1
9, 1
9, 49
9, 0
9, 0
9, 0
9, 37
9, 5
9, 14
9, 22
9, 2
9, 1
9, 0
9, 1
9, 5
9, 2
9, 62
9, 0
9, 0
9, 0
9, 0
9, 2
9, 7
9, 0
9, 1
9, 2
9, 48
9, 0
9, 2
9, 0
9, 1
9, 0
9, 1
9, 1
9, 0
9, 3
9, 214
9, 75
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 106
9, 35
9, 0
9, 60
9, 1
9, 43
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 4
9, 1
9, 1
9, 2
9, 2
9, 0
9, 0
9, 18
9, 0
9, 5
9, 0
9, 0
9, 16
9, 7
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
10, 0
10, 1090
10, 1451
10, 1793
10, 669
10, 1836
10, 425
10, 1534
10, 249
10, 404
10, 0
10, 88
10, 102
10, 45
10, 0
10, 46
10, 10
10, 30
10, 0
10, 27
10, 1
10, 6
10, 47
10, 0
10, 1
10, 0
10, 66
10, 6
10, 2
10, 22
10, 2
10, 0
10, 0
10, 0
10, 3
10, 0
10, 59
10, 0
10, 0
10, 1
10, 0
10, 1
10, 43
10, 0
10, 1
10, 0
10, 59
10, 0
10, 48
10, 0
10, 1
10, 1
10, 13
10, 0
10, 0
10, 42
10, 2
10, 1
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 57
10, 33
10, 0
10, 61
10, 1
10, 43
10, 0
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
10, 12
10, 0
10, 3
10, 0
10, 1
10, 8
10, 4
10, 0
10, 0
10, 18
10, 0
10, 14
10, 0
10, 92
10, 8
10, 7
10, 0
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
11, 0
11, 1090
11, 0
11, 2253
11, 1335
11, 2752
11, 617
11, 1354
11, 370
11, 194
11, 58
11, 0
11, 100
11, 31
11, 141
11, 48
11, 11
11, 31
11, 0
11, 26
11, 1
11, 12
11, 164
11, 0
11, 0
11, 4
11, 13
11, 0
11, 1
11, 61
11, 0
11, 0
11, 6
11, 3
11, 3
11, 0
11, 117
11, 0
11, 0
11, 0
11, 0
11, 1
11, 7
11, 0
11, 1
11, 0
11, 52
11, 0
11, 1
11, 0
11, 2
11, 1
11, 5
11, 34
11, 28
11, 1
11, 7
11, 2
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 18
11, 36
11, 0
11, 61
11, 15
11, 43
11, 0
11, 24
11, 1
11, 67
11, 0
11, 0
11, 20
11, 6
11, 0
11, 5
11, 0
11, 1
11, 0
11, 0
11, 0
11, 1
11, 18
11, 0
11, 6
11, 0
11, 0
11, 18
11, 3
11, 38
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
12, 665
12, 892
12, 0
12, 2242
12, 1723
12, 1377
12, 739
12, 1521
12, 484
12, 169
12, 70
12, 46
12, 0
12, 31
12, 2
12, 46
12, 6
12, 30
12, 493
12, 26
12, 1
12, 7
12, 47
12, 0
12, 1
12, 0
12, 2
12, 4
12, 13
12, 22
12, 2
12, 0
12, 0
12, 192
12, 5
12, 2
12, 64
12, 0
12, 0
12, 0
12, 0
12, 2
12, 3
12, 0
12, 0
12, 1
12, 47
12, 0
12, 3
12, 0
12, 2
12, 79
12, 59
12, 1
12, 0
12, 3
12, 19
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 26
12, 35
12, 0
12, 60
12, 1
12, 43
12, 0
12, 2
12, 2
12, 0
12, 0
12, 0
12, 0
12, 14
12, 0
12, 3
12, 1
12, 1
12, 62
12, 0
12, 0
12, 0
12, 19
12, 0
12, 3
12, 0
12, 0
12, 5
12, 12
12, 89
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
13, 0
13, 0
13, 0
13, 0
13, 15
13, 0
13, 6765
13, 1743
13, 249
13, 107
13, 982
13, 86
13, 107
13, 0
13, 0
13, 46
13, 6
13, 30
13, 9
13, 27
13, 123
13, 11
13, 47
13, 0
13, 1
13, 0
13, 19
13, 349
13, 1
13, 24
13, 4
13, 0
13, 1
13, 4
13, 4
13, 2
13, 64
13, 0
13, 1
13, 4
13, 0
13, 2
13, 32
13, 0
13, 7
13, 0
13, 50
13, 0
13, 304
13, 0
13, 27
13, 1
13, 2
13, 1
13, 55
13, 3
13, 4
13, 1
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 27
13, 64
13, 0
13, 61
13, 1
13, 43
13, 0
13, 2
13, 1
13, 2
13, 0
13, 0
13, 0
13, 3
13, 0
13, 4
13, 0
13, 1
13, 2
13, 18
13, 0
13, 0
13, 18
13, 0
13, 1
13, 0
13, 92
13, 0
13, 9
13, 5
13, 0
13, 1
13, 0
13, 0
13, 26
13, 0
14, 0
14, 0
14, 2175
14, 0
14, 2093
14, 2140
14, 616
14, 1522
14, 605
14, 197
14, 208
14, 942
14, 104
14, 42
14, 0
14, 46
14, 10
14, 30
14, 0
14, 26
14, 1
14, 67
14, 183
14, 0
14, 2
14, 4
14, 43
14, 2
14, 2
14, 24
14, 0
14, 0
14, 1
14, 0
14, 2
14, 0
14, 505
14, 0
14, 0
14, 0
14, 0
14, 47
14, 3
14, 0
14, 1
14, 42
14, 51
14, 0
14, 197
14, 0
14, 4
14, 0
14, 2
14, 1
14, 50
14, 3
14, 0
14, 1
14, 0
14, 17
14, 0
14, 0
14, 0
14, 0
14, 17
14, 34
14, 0
14, 61
14, 1
14, 43
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 20
14, 3
14, 0
14, 3
14, 0
14, 1
14, 0
14, 0
14, 0
14, 0
14, 19
14, 0
14, 1
14, 0
14, 0
14, 10
14, 6
14, 0
14, 0
14, 0
14, 0
14, 6
14, 0
14, 0
15, 0
15, 0
15, 0
15, 0
15, 15
15, 7516
15, 1260
15, 1530
15, 2890
15, 360
15, 103
15, 169
15, 103
15, 34
15, 0
15, 0
15, 1
15, 59
15, 62
15, 26
15, 1
15, 6
15, 321
15, 0
15, 0
15, 1
15, 31
15, 0
15, 13
15, 28
15, 0
15, 0
15, 0
15, 221
15, 5
15, 0
15, 123
15, 0
15, 0
15, 0
15, 0
15, 1
15, 3
15, 0
15, 6
15, 93
15, 47
15, 0
15, 2
15, 0
15, 1
15, 0
15, 13
15, 0
15, 0
15, 1
15, 64
15, 292
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 32
15, 133
15, 0
15, 60
15, 1
15, 43
15, 0
15, 2
15, 18
15, 66
15, 0
15, 0
15, 2
15, 3
15, 0
15, 4
15, 1
15, 1
15, 1
15, 5
15, 0
15, 0
15, 21
15, 0
15, 4
15, 0
15, 0
15, 8
15, 2
15, 3
15, 0
15, 1
15, 0
15, 0
15, 0
15, 0
16, 0
16, 16
16, 0
16, 23
16, 10
16, 16
16, 6894
16, 1535
16, 249
16, 978
16, 63
16, 205
16, 102
16, 31
16, 0
16, 49
16, 0
16, 30
16, 0
16, 27
16, 1
16, 2
16, 49
16, 0
16, 0
16, 0
16, 0
16, 4
16, 12
16, 22
16, 0
16, 1
16, 0
16, 0
16, 4
16, 0
16, 61
16, 0
16, 0
16, 0
16, 0
16, 1
16, 5
16, 0
16, 0
16, 2
16, 47
16, 0
16, 295
16, 0
16, 72
16, 0
16, 15
16, 1
16, 59
16, 1
16, 157
16, 72
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 214
16, 34
16, 0
16, 61
16, 1
16, 43
16, 0
16, 0
16, 1
16, 5
16, 0
16, 0
16, 1
16, 3
16, 0
16, 5
16, 1
16, 1
16, 0
16, 13
16, 0
16, 0
16, 18
16, 0
16, 1
16, 0
16, 0
16, 6
16, 9
16, 0
16, 0
16, 4
16, 0
16, 0
16, 0
16, 0
17, 0
17, 0
17, 0
17, 5824
17, 1431
17, 3511
17, 674
17, 1534
17, 731
17, 104
17, 66
17, 88
17, 102
17, 33
17, 0
17, 47
17, 10
17, 0
17, 0
17, 27
17, 1
17, 3
17, 48
17, 0
17, 0
17, 0
17, 5
17, 4
17, 2
17, 22
17, 2
17, 0
17, 0
17, 3
17, 4
17, 0
17, 114
17, 0
17, 0
17, 1
17, 0
17, 1
17, 6
17, 0
17, 1
17, 0
17, 197
17, 0
17, 2
17, 0
17, 0
17, 0
17, 23
17, 1
17, 3
17, 1
17, 6
17, 1
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 19
17, 33
17, 0
17, 61
17, 1
17, 43
17, 0
17, 0
17, 1
17, 66
17, 0
17, 0
17, 0
17, 12
17, 0
17, 16
17, 0
17, 1
17, 10
17, 0
17, 0
17, 0
17, 60
17, 0
17, 16
17, 0
17, 0
17, 4
17, 4
17, 0
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
18, 666
18, 0
18, 2175
18, 2916
18, 602
18, 1383
18, 371
18, 1183
18, 364
18, 162
18, 58
18, 87
18, 156
18, 31
18, 0
18, 47
18, 7
18, 32
18, 0
18, 54
18, 1
18, 3
18, 48
18, 0
18, 0
18, 0
18, 1
18, 4
18, 2
18, 22
18, 2
18, 1
18, 0
18, 19
18, 5
18, 2
18, 58
18, 0
18, 0
18, 0
18, 0
18, 1
18, 3
18, 0
18, 0
18, 1
18, 53
18, 0
18, 2
18, 0
18, 1
18, 79
18, 11
18, 0
18, 0
18, 1
18, 8
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 23
18, 34
18, 0
18, 61
18, 1
18, 43
18, 0
18, 0
18, 1
18, 66
18, 0
18, 0
18, 0
18, 55
18, 0
18, 4
18, 0
18, 1
18, 13
18, 3
18, 0
18, 0
18, 20
18, 0
18, 3
18, 0
18, 0
18, 1
18, 11
18, 4
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 6889
19, 1695
19, 246
19, 105
19, 928
19, 88
19, 174
19, 32
19, 0
19, 46
19, 7
19, 30
19, 883
19, 0
19, 62
19, 3
19, 48
19, 0
19, 0
19, 0
19, 1
19, 4
19, 2
19, 22
19, 2
19, 1
19, 0
19, 70
19, 6
19, 2
19, 59
19, 0
19, 0
19, 0
19, 0
19, 1
19, 31
19, 0
19, 0
19, 1
19, 48
19, 0
19, 2
19, 0
19, 2
19, 0
19, 66
19, 1
19, 0
19, 3
19, 17
19, 1
19, 0
19, 5
19, 0
19, 0
19, 0
19, 0
19, 25
19, 34
19, 0
19, 61
19, 1
19, 43
19, 0
19, 2
19, 1
19, 0
19, 0
19, 0
19, 0
19, 25
19, 0
19, 3
19, 1
19, 1
19, 36
19, 3
19, 0
19, 0
19, 18
19, 0
19, 2
19, 0
19, 92
19, 1
19, 12
19, 13
19, 45
19, 0
19, 0
19, 0
19, 0
19, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 6820
20, 1366
20, 249
20, 106
20, 80
20, 93
20, 102
20, 33
20, 0
20, 0
20, 11
20, 30
20, 0
20, 29
20, 0
20, 3
20, 48
20, 0
20, 9
20, 0
20, 10
20, 6
20, 0
20, 22
20, 2
20, 148
20, 0
20, 0
20, 2
20, 0
20, 60
20, 0
20, 0
20, 6
20, 0
20, 0
20, 4
20, 0
20, 1
20, 0
20, 47
20, 0
20, 54
20, 0
20, 4
20, 0
20, 94
20, 0
20, 0
20, 2
20, 24
20, 210
20, 0
20, 5
20, 0
20, 0
20, 0
20, 0
20, 249
20, 249
20, 0
20, 263
20, 0
20, 43
20, 0
20, 3
20, 19
20, 0
20, 0
20, 0
20, 1
20, 9
20, 0
20, 90
20, 0
20, 1
20, 0
20, 4
20, 0
20, 0
20, 20
20, 0
20, 5
20, 0
20, 0
20, 11
20, 13
20, 0
20, 0
20, 1
20, 0
20, 0
20, 0
20, 0
21, 0
21, 0
21, 2175
21, 0
21, 2486
21, 1377
21, 617
21, 1693
21, 313
21, 104
21, 132
21, 93
21, 251
21, 31
21, 258
21, 49
21, 0
21, 31
21, 3
21, 26
21, 1
21, 0
21, 66
21, 0
21, 2
21, 8
21, 14
21, 44
21, 68
21, 24
21, 5
21, 0
21, 1
21, 11
21, 4
21, 0
21, 238
21, 0
21, 8
21, 0
21, 0
21, 125
21, 30
21, 0
21, 1
21, 2
21, 48
21, 0
21, 6
21, 0
21, 2
21, 80
21, 1
21, 1
21, 45
21, 0
21, 3
21, 2
21, 0
21, 0
21, 0
21, 1
21, 1
21, 0
21, 17
21, 34
21, 0
21, 60
21, 3
21, 43
21, 0
21, 2
21, 0
21, 0
21, 0
21, 0
21, 0
21, 22
21, 0
21, 3
21, 0
21, 1
21, 5
21, 0
21, 0
21, 0
21, 19
21, 0
21, 1
21, 0
21, 0
21, 3
21, 2
21, 6
21, 0
21, 8
21, 0
21, 3
21, 0
21, 0
22, 0
22, 0
22, 0
22, 5600
22, 1336
22, 1377
22, 803
22, 2210
22, 372
22, 104
22, 80
22, 777
22, 102
22, 33
22, 289
22, 92
22, 11
22, 31
22, 106
22, 26
22, 1
22, 1
22, 0
22, 0
22, 0
22, 5
22, 12
22, 0
22, 1
22, 75
22, 0
22, 0
22, 7
22, 3
22, 3
22, 0
22, 116
22, 0
22, 0
22, 0
22, 0
22, 1
22, 6
22, 0
22, 1
22, 0
22, 54
22, 0
22, 91
22, 0
22, 198
22, 1
22, 5
22, 74
22, 14
22, 1
22, 7
22, 72
22, 0
22, 0
22, 0
22, 0
22, 0
22, 0
22, 24
22, 64
22, 0
22, 61
22, 1
22, 43
22, 0
22, 4
22, 0
22, 66
22, 0
22, 0
22, 0
22, 5
22, 0
22, 9
22, 0
22, 1
22, 0
22, 3
22, 0
22, 0
22, 18
22, 0
22, 3
22, 0
22, 0
22, 2
22, 7
22, 12
22, 0
22, 1
22, 0
22, 0
22, 0
22, 0
23, 0
23, 0
23, 0
23, 0
23, 4085
23, 1530
23, 617
23, 1693
23, 246
23, 104
23, 223
23, 87
23, 249
23, 30
23, 2
23, 45
23, 0
23, 29
23, 108
23, 25
23, 0
23, 18
23, 46
23, 0
23, 1
23, 0
23, 44
23, 44
23, 67
23, 21
23, 0
23, 0
23, 0
23, 3
23, 1
23, 0
23, 60
23, 0
23, 0
23, 0
23, 0
23, 1
23, 1
23, 0
23, 0
23, 0
23, 46
23, 0
23, 3
23, 0
23, 1
23, 159
23, 1
23, 0
23, 45
23, 0
23, 0
23, 2
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 22
23, 33
23, 0
23, 60
23, 0
23, 42
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 20
23, 4
23, 0
23, 0
23, 0
23, 0
23, 5
23, 0
23, 0
23, 0
23, 16
23, 22
23, 1
23, 0
23, 0
23, 8
23, 10
23, 5
23, 0
23, 11
23, 0
23, 0
23, 0
23, 0
24, 0
24, 0
24, 2465
24, 35
24, 2485
24, 2302
24, 499
24, 1529
24, 608
24, 199
24, 132
24, 125
24, 108
24, 32
24, 114
24, 46
24, 9
24, 59
24, 162
24, 26
24, 124
24, 6
24, 47
24, 0
24, 0
24, 0
24, 40
24, 2
24, 52
24, 25
24, 2
24, 0
24, 1
24, 2
24, 2
24, 0
24, 63
24, 0
24, 0
24, 0
24, 0
24, 1
24, 36
24, 0
24, 117
24, 0
24, 52
24, 0
24, 48
24, 0
24, 2
24, 1
24, 47
24, 0
24, 0
24, 15
24, 2
24, 1
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 184
24, 63
24, 0
24, 61
24, 1
24, 43
24, 0
24, 0
24, 1
24, 0
24, 0
24, 0
24, 0
24, 1
24, 0
24, 176
24, 0
24, 1
24, 2
24, 0
24, 0
24, 0
24, 18
24, 0
24, 10
24, 0
24, 0
24, 0
24, 2
24, 2
24, 0
24, 1
24, 0
24, 0
24, 0
24, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 8349
25, 115
25, 89
25, 277
25, 173
25, 32
25, 0
25, 91
25, 7
25, 59
25, 165
25, 26
25, 1
25, 1
25, 2
25, 0
25, 0
25, 0
25, 5
25, 135
25, 10
25, 22
25, 2
25, 0
25, 1
25, 70
25, 4
25, 2
25, 968
25, 0
25, 0
25, 0
25, 0
25, 18
25, 4
25, 0
25, 0
25, 1
25, 92
25, 0
25, 7
25, 0
25, 247
25, 0
25, 44
25, 2
25, 0
25, 0
25, 120
25, 1
25, 0
25, 0
25, 0
25, 2
25, 3
25, 0
25, 19
25, 34
25, 0
25, 90
25, 1
25, 43
25, 0
25, 2
25, 0
25, 66
25, 0
25, 0
25, 0
25, 22
25, 0
25, 5
25, 0
25, 1
25, 7
25, 0
25, 0
25, 0
25, 18
25, 0
25, 1
25, 0
25, 0
25, 25
25, 7
25, 7
25, 0
25, 0
25, 0
25, 9
25, 0
25, 0
26, 0
26, 0
26, 1887
26, 0
26, 2392
26, 2145
26, 615
26, 1690
26, 605
26, 649
26, 179
26, 131
26, 102
26, 31
26, 0
26, 48
26, 5
26, 59
26, 1
26, 26
26, 1
26, 7
26, 48
26, 0
26, 2
26, 0
26, 0
26, 0
26, 2
26, 22
26, 2
26, 0
26, 1
26, 3
26, 5
26, 2
26, 64
26, 0
26, 0
26, 0
26, 0
26, 1
26, 6
26, 0
26, 7
26, 1
26, 49
26, 0
26, 47
26, 0
26, 1
26, 79
26, 83
26, 1
26, 41
26, 3
26, 5
26, 2
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 29
26, 35
26, 0
26, 61
26, 1
26, 43
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 12
26, 0
26, 3
26, 1
26, 1
26, 0
26, 2
26, 0
26, 0
26, 19
26, 0
26, 68
26, 0
26, 0
26, 16
26, 2
26, 0
26, 0
26, 1
26, 0
26, 0
26, 0
26, 0
27, 0
27, 0
27, 2465
27, 0
27, 2394
27, 2140
27, 493
27, 1522
27, 2942
27, 97
27, 103
27, 166
27, 107
27, 32
27, 6
27, 47
27, 0
27, 59
27, 60
27, 26
27, 1
27, 0
27, 59
27, 0
27, 3
27, 29
27, 22
27, 0
27, 1
27, 27
27, 5
27, 0
27, 2
27, 8
27, 3
27, 0
27, 67
27, 0
27, 38
27, 0
27, 0
27, 110
27, 2
27, 0
27, 29
27, 1
27, 49
27, 0
27, 6
27, 0
27, 2
27, 1
27, 5
27, 2
27, 1
27, 3
27, 16
27, 1
27, 0
27, 0
27, 0
27, 1
27, 2
27, 0
27, 152
27, 95
27, 0
27, 61
27, 4
27, 43
27, 0
27, 4
27, 1
27, 1
27, 0
27, 0
27, 0
27, 11
