a, b
2, 1
2, 84
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 1
2, 0
2, 62
2, 0
2, 4
2, 1
2, 0
2, 0
2, 0
2, 48
2, 0
2, 28
2, 0
2, 0
2, 0
2, 2
2, 0
2, 0
2, 1
2, 0
2, 0
2, 0
2, 0
3, 0
3, 1981
3, 1454
3, 0
3, 2006
3, 3062
3, 1367
3, 4056
3, 729
3, 200
3, 137
3, 417
3, 200
3, 61
3, 3
3, 91
3, 1
3, 60
3, 425
3, 51
3, 62
3, 7
3, 183
3, 0
3, 1
3, 1
3, 9
3, 6
3, 1
3, 42
3, 31
3, 0
3, 2
3, 36
3, 282
3, 0
3, 115
3, 0
3, 0
3, 0
3, 0
3, 1
3, 66
3, 0
3, 23
3, 0
3, 96
3, 0
3, 3
3, 0
3, 1
3, 2
3, 2
3, 19
3, 9
3, 0
3, 2
3, 1
3, 0
3, 2
3, 0
3, 15
3, 0
3, 0
3, 16
3, 63
3, 0
3, 177
3, 1
3, 84
3, 0
3, 3
3, 0
3, 132
3, 0
3, 0
3, 20
3, 3
3, 0
3, 62
3, 41
3, 4
3, 7
3, 0
3, 0
3, 0
3, 48
3, 22
3, 21
3, 0
3, 0
3, 0
3, 3
3, 11
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
4, 0
4, 990
4, 1452
4, 1346
4, 0
4, 1530
4, 617
4, 1693
4, 246
4, 104
4, 3080
4, 169
4, 1384
4, 120
4, 2
4, 90
4, 8
4, 58
4, 624
4, 50
4, 62
4, 114
4, 93
4, 0
4, 1
4, 1
4, 117
4, 44
4, 218
4, 182
4, 0
4, 0
4, 0
4, 29
4, 3
4, 2
4, 116
4, 0
4, 0
4, 0
4, 0
4, 39
4, 2
4, 0
4, 0
4, 0
4, 96
4, 0
4, 4
4, 0
4, 2
4, 636
4, 2
4, 30
4, 127
4, 50
4, 54
4, 2
4, 0
4, 0
4, 0
4, 1
4, 0
4, 36
4, 22
4, 64
4, 0
4, 60
4, 0
4, 84
4, 0
4, 0
4, 1
4, 0
4, 0
4, 0
4, 20
4, 5
4, 0
4, 60
4, 42
4, 4
4, 101
4, 350
4, 0
4, 0
4, 48
4, 88
4, 21
4, 0
4, 0
4, 8
4, 11
4, 9
4, 0
4, 13
4, 0
4, 0
4, 0
4, 0
5, 0
5, 0
5, 1885
5, 0
5, 1807
5, 0
5, 6034
5, 3044
5, 2890
5, 1336
5, 245
5, 762
5, 200
5, 61
5, 0
5, 182
5, 2
5, 115
5, 431
5, 50
5, 62
5, 0
5, 96
5, 0
5, 0
5, 0
5, 71
5, 4
5, 13
5, 42
5, 0
5, 0
5, 0
5, 6
5, 4
5, 0
5, 342
5, 0
5, 0
5, 0
5, 0
5, 53
5, 5
5, 0
5, 6
5, 5
5, 92
5, 0
5, 2
5, 0
5, 0
5, 0
5, 1
5, 1
5, 2
5, 1
5, 274
5, 3
5, 0
5, 0
5, 0
5, 0
5, 106
5, 0
5, 25
5, 66
5, 0
5, 60
5, 1
5, 84
5, 0
5, 0
5, 2
5, 198
5, 0
5, 0
5, 0
5, 26
5, 0
5, 79
5, 0
5, 4
5, 0
5, 56
5, 0
5, 1
5, 49
5, 0
5, 56
5, 0
5, 0
5, 50
5, 5
5, 2
5, 0
5, 1
5, 0
5, 3
5, 0
5, 0
6, 0
6, 2773
6, 3480
6, 3603
6, 780
6, 3362
6, 0
6, 3051
6, 490
6, 202
6, 234
6, 171
6, 200
6, 62
6, 0
6, 90
6, 12
6, 58
6, 0
6, 54
6, 245
6, 3
6, 93
6, 0
6, 0
6, 0
6, 11
6, 4
6, 0
6, 42
6, 2
6, 0
6, 0
6, 0
6, 4
6, 0
6, 114
6, 0
6, 0
6, 10
6, 0
6, 1
6, 6
6, 0
6, 1
6, 0
6, 95
6, 0
6, 100
6, 0
6, 4
6, 0
6, 188
6, 1
6, 0
6, 2
6, 31
6, 1
6, 0
6, 5
6, 0
6, 0
6, 0
6, 0
6, 25
6, 64
6, 0
6, 61
6, 0
6, 84
6, 0
6, 3
6, 1
6, 0
6, 0
6, 0
6, 0
6, 3
6, 0
6, 60
6, 41
6, 4
6, 0
6, 62
6, 0
6, 0
6, 48
6, 0
6, 21
6, 0
6, 0
6, 0
6, 39
6, 0
6, 0
6, 1
6, 0
6, 12
6, 0
6, 0
7, 665
7, 1889
7, 1740
7, 2706
7, 2004
7, 2142
7, 2585
7, 0
7, 848
7, 202
7, 179
7, 402
7, 200
7, 61
7, 36
7, 90
7, 7
7, 58
7, 1
7, 52
7, 123
7, 3
7, 93
7, 0
7, 0
7, 0
7, 8
7, 4
7, 1
7, 42
7, 2
7, 0
7, 2
7, 2
7, 287
7, 34
7, 565
7, 270
7, 0
7, 0
7, 0
7, 4
7, 2
7, 0
7, 88
7, 39
7, 145
7, 0
7, 5
7, 0
7, 0
7, 0
7, 2
7, 17
7, 0
7, 0
7, 4
7, 1
7, 0
7, 0
7, 0
7, 0
7, 2
7, 0
7, 175
7, 63
7, 0
7, 119
7, 4
7, 84
7, 0
7, 0
7, 0
7, 264
7, 0
7, 0
7, 21
7, 0
7, 0
7, 63
7, 41
7, 4
7, 1
7, 0
7, 0
7, 0
7, 48
7, 0
7, 22
7, 0
7, 0
7, 1
7, 1
7, 0
7, 0
7, 4
7, 0
7, 0
7, 0
7, 0
8, 761
8, 892
8, 0
8, 8738
8, 2474
8, 3361
8, 1234
8, 2538
8, 0
8, 212
8, 249
8, 479
8, 200
8, 61
8, 2
8, 446
8, 1
8, 256
8, 267
8, 50
8, 62
8, 1
8, 113
8, 0
8, 1
8, 81
8, 10
8, 220
8, 9
8, 44
8, 5
8, 0
8, 2
8, 11
8, 3
8, 0
8, 130
8, 0
8, 101
8, 0
8, 0
8, 32
8, 5
8, 0
8, 0
8, 1
8, 137
8, 0
8, 3
8, 0
8, 1
8, 0
8, 1
8, 7
8, 7
8, 0
8, 352
8, 1
8, 0
8, 0
8, 0
8, 1
8, 2
8, 0
8, 17
8, 65
8, 0
8, 118
8, 4
8, 84
8, 0
8, 4
8, 1
8, 264
8, 0
8, 0
8, 0
8, 60
8, 0
8, 62
8, 41
8, 4
8, 0
8, 0
8, 0
8, 0
8, 64
8, 0
8, 21
8, 0
8, 0
8, 4
8, 2
8, 5
8, 0
8, 0
8, 0
8, 3
8, 0
8, 0
9, 760
9, 1488
9, 1886
9, 4048
9, 1814
9, 4139
9, 988
9, 2537
9, 487
9, 0
9, 447
9, 322
9, 200
9, 61
9, 0
9, 91
9, 78
9, 59
9, 1
9, 50
9, 62
9, 1
9, 94
9, 0
9, 0
9, 0
9, 73
9, 5
9, 64
9, 42
9, 2
9, 1
9, 0
9, 1
9, 5
9, 2
9, 116
9, 0
9, 0
9, 0
9, 0
9, 28
9, 7
9, 0
9, 1
9, 20
9, 93
9, 0
9, 2
9, 0
9, 1
9, 0
9, 1
9, 1
9, 0
9, 3
9, 318
9, 75
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 106
9, 65
9, 0
9, 60
9, 1
9, 84
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 61
9, 42
9, 4
9, 2
9, 2
9, 0
9, 0
9, 48
9, 0
9, 24
9, 0
9, 0
9, 16
9, 7
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
10, 0
10, 1090
10, 1451
10, 1793
10, 669
10, 1836
10, 6769
10, 2710
10, 489
10, 499
10, 0
10, 166
10, 200
10, 625
10, 0
10, 90
10, 10
10, 58
10, 0
10, 147
10, 123
10, 6
10, 92
10, 0
10, 1
10, 0
10, 210
10, 6
10, 252
10, 42
10, 2
10, 0
10, 0
10, 0
10, 3
10, 0
10, 113
10, 0
10, 0
10, 1
10, 0
10, 1
10, 127
10, 0
10, 1
10, 0
10, 104
10, 0
10, 93
10, 0
10, 1
10, 1
10, 13
10, 0
10, 0
10, 218
10, 2
10, 1
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 87
10, 63
10, 0
10, 61
10, 1
10, 84
10, 0
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
10, 12
10, 0
10, 60
10, 41
10, 4
10, 8
10, 4
10, 0
10, 0
10, 48
10, 0
10, 33
10, 0
10, 552
10, 8
10, 11
10, 0
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
11, 0
11, 1090
11, 0
11, 2253
11, 1335
11, 2752
11, 617
11, 1354
11, 370
11, 194
11, 58
11, 0
11, 100
11, 31
11, 2625
11, 92
11, 11
11, 59
11, 0
11, 122
11, 123
11, 204
11, 2459
11, 0
11, 0
11, 4
11, 13
11, 0
11, 1
11, 81
11, 0
11, 0
11, 6
11, 3
11, 3
11, 0
11, 549
11, 0
11, 0
11, 0
11, 0
11, 1
11, 7
11, 0
11, 1
11, 162
11, 97
11, 0
11, 1
11, 0
11, 149
11, 159
11, 5
11, 64
11, 233
11, 45
11, 7
11, 2
11, 0
11, 49
11, 0
11, 0
11, 0
11, 0
11, 18
11, 66
11, 0
11, 61
11, 312
11, 84
11, 0
11, 28
11, 1
11, 67
11, 0
11, 0
11, 20
11, 6
11, 0
11, 62
11, 41
11, 4
11, 0
11, 0
11, 0
11, 1
11, 48
11, 0
11, 25
11, 0
11, 0
11, 18
11, 3
11, 608
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
12, 665
12, 892
12, 0
12, 2242
12, 1723
12, 1377
12, 739
12, 1521
12, 484
12, 6439
12, 220
12, 85
12, 0
12, 60
12, 2
12, 90
12, 6
12, 58
12, 811
12, 50
12, 62
12, 7
12, 92
12, 0
12, 1
12, 0
12, 38
12, 4
12, 63
12, 42
12, 2
12, 0
12, 0
12, 223
12, 5
12, 2
12, 118
12, 0
12, 0
12, 0
12, 0
12, 28
12, 3
12, 0
12, 0
12, 19
12, 92
12, 0
12, 3
12, 0
12, 2
12, 79
12, 59
12, 1
12, 0
12, 3
12, 123
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 26
12, 65
12, 0
12, 60
12, 1
12, 330
12, 0
12, 2
12, 2
12, 0
12, 0
12, 342
12, 0
12, 14
12, 0
12, 60
12, 42
12, 4
12, 157
12, 0
12, 0
12, 0
12, 49
12, 0
12, 22
12, 0
12, 0
12, 5
12, 16
12, 317
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
13, 0
13, 0
13, 0
13, 0
13, 1425
13, 0
13, 6765
13, 9807
13, 489
13, 202
13, 1032
13, 164
13, 205
13, 0
13, 0
13, 90
13, 6
13, 58
13, 168
13, 51
13, 184
13, 23
13, 92
13, 0
13, 1
13, 0
13, 55
13, 569
13, 51
13, 44
13, 4
13, 0
13, 1
13, 4
13, 73
13, 2
13, 172
13, 45
13, 1
13, 4
13, 0
13, 28
13, 32
13, 0
13, 7
13, 0
13, 95
13, 0
13, 394
13, 0
13, 27
13, 1
13, 2
13, 1
13, 55
13, 3
13, 4
13, 1
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 27
13, 94
13, 0
13, 61
13, 1
13, 84
13, 0
13, 2
13, 1
13, 2
13, 0
13, 0
13, 0
13, 3
13, 0
13, 61
13, 41
13, 4
13, 2
13, 18
13, 0
13, 0
13, 48
13, 0
13, 20
13, 0
13, 92
13, 0
13, 9
13, 5
13, 0
13, 1
13, 0
13, 0
13, 83
13, 0
14, 0
14, 0
14, 2175
14, 0
14, 2093
14, 2140
14, 616
14, 1522
14, 605
14, 197
14, 3358
14, 1020
14, 202
14, 535
14, 0
14, 90
14, 10
14, 58
14, 0
14, 146
14, 123
14, 283
14, 498
14, 0
14, 2
14, 4
14, 115
14, 2
14, 152
14, 44
14, 0
14, 0
14, 1
14, 0
14, 2
14, 0
14, 1531
14, 0
14, 0
14, 0
14, 0
14, 73
14, 31
14, 0
14, 1
14, 150
14, 96
14, 0
14, 332
14, 0
14, 4
14, 0
14, 2
14, 31
14, 173
14, 47
14, 0
14, 1
14, 0
14, 311
14, 0
14, 0
14, 0
14, 0
14, 17
14, 64
14, 0
14, 61
14, 1
14, 84
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 20
14, 3
14, 0
14, 60
14, 41
14, 4
14, 0
14, 0
14, 0
14, 0
14, 49
14, 0
14, 20
14, 0
14, 0
14, 10
14, 6
14, 0
14, 0
14, 0
14, 0
14, 6
14, 0
14, 0
15, 0
15, 0
15, 0
15, 0
15, 1425
15, 9948
15, 4188
15, 2706
15, 3970
15, 1025
15, 253
15, 325
15, 201
15, 63
15, 0
15, 0
15, 1
15, 115
15, 115
15, 50
15, 62
15, 6
15, 411
15, 0
15, 0
15, 1
15, 31
15, 0
15, 63
15, 48
15, 0
15, 0
15, 0
15, 469
15, 5
15, 0
15, 231
15, 0
15, 0
15, 0
15, 0
15, 27
15, 3
15, 0
15, 6
15, 93
15, 92
15, 0
15, 2
15, 0
15, 50
15, 158
15, 13
15, 0
15, 41
15, 1
15, 116
15, 362
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 32
15, 223
15, 0
15, 60
15, 1
15, 84
15, 0
15, 2
15, 18
15, 132
15, 0
15, 0
15, 2
15, 3
15, 0
15, 80
15, 1
15, 4
15, 1
15, 5
15, 0
15, 0
15, 51
15, 0
15, 23
15, 0
15, 0
15, 8
15, 2
15, 3
15, 0
15, 1
15, 0
15, 0
15, 0
15, 0
16, 0
16, 1486
16, 0
16, 4706
16, 762
16, 2296
16, 7992
16, 2711
16, 489
16, 1073
16, 113
16, 283
16, 200
16, 89
16, 0
16, 93
16, 0
16, 58
16, 0
16, 51
16, 62
16, 2
16, 94
16, 0
16, 0
16, 0
16, 0
16, 4
16, 12
16, 42
16, 0
16, 1
16, 0
16, 0
16, 4
16, 0
16, 115
16, 0
16, 0
16, 0
16, 0
16, 1
16, 5
16, 0
16, 0
16, 2
16, 92
16, 0
16, 475
16, 0
16, 72
16, 0
16, 15
16, 1
16, 59
16, 1
16, 157
16, 72
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 244
16, 64
16, 0
16, 61
16, 1
16, 84
16, 0
16, 0
16, 1
16, 5
16, 0
16, 0
16, 1
16, 3
16, 0
16, 62
16, 42
16, 4
16, 0
16, 13
16, 0
16, 0
16, 48
16, 0
16, 20
16, 0
16, 0
16, 6
16, 9
16, 0
16, 0
16, 4
16, 0
16, 0
16, 0
16, 0
17, 0
17, 0
17, 0
17, 5824
17, 1431
17, 3511
17, 7628
17, 2710
17, 971
17, 2574
17, 116
17, 166
17, 200
17, 62
17, 0
17, 91
17, 10
17, 0
17, 0
17, 51
17, 62
17, 3
17, 93
17, 0
17, 0
17, 0
17, 5
17, 4
17, 2
17, 42
17, 2
17, 0
17, 0
17, 3
17, 4
17, 0
17, 168
17, 0
17, 0
17, 1
17, 0
17, 1
17, 6
17, 0
17, 1
17, 0
17, 377
17, 0
17, 2
17, 0
17, 0
17, 0
17, 23
17, 1
17, 3
17, 1
17, 58
17, 1
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 19
17, 63
17, 0
17, 61
17, 1
17, 84
17, 0
17, 0
17, 1
17, 66
17, 0
17, 0
17, 0
17, 12
17, 0
17, 73
17, 0
17, 4
17, 10
17, 0
17, 0
17, 0
17, 120
17, 0
17, 35
17, 0
17, 0
17, 4
17, 8
17, 0
17, 0
17, 1
17, 0
17, 0
17, 0
17, 47
18, 666
18, 0
18, 2175
18, 2916
18, 602
18, 1383
18, 371
18, 1183
18, 364
18, 6052
18, 158
18, 165
18, 401
18, 60
18, 0
18, 399
18, 7
18, 144
18, 0
18, 78
18, 62
18, 3
18, 93
18, 0
18, 0
18, 0
18, 1
18, 4
18, 2
18, 42
18, 2
18, 1
18, 0
18, 19
18, 5
18, 2
18, 112
18, 0
18, 0
18, 0
18, 0
18, 1
18, 3
18, 0
18, 0
18, 1
18, 98
18, 0
18, 2
18, 0
18, 1
18, 79
18, 11
18, 60
18, 0
18, 1
18, 60
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 23
18, 64
18, 0
18, 61
18, 1
18, 84
18, 0
18, 0
18, 1
18, 66
18, 0
18, 0
18, 0
18, 88
18, 0
18, 61
18, 0
18, 4
18, 13
18, 3
18, 0
18, 0
18, 50
18, 0
18, 22
18, 0
18, 0
18, 1
18, 19
18, 4
18, 21
18, 0
18, 0
18, 0
18, 0
18, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 6889
19, 1695
19, 246
19, 105
19, 928
19, 88
19, 3800
19, 61
19, 0
19, 90
19, 7
19, 58
19, 1148
19, 0
19, 123
19, 3
19, 93
19, 0
19, 0
19, 0
19, 37
19, 4
19, 52
19, 42
19, 2
19, 1
19, 0
19, 101
19, 6
19, 2
19, 113
19, 0
19, 0
19, 0
19, 0
19, 27
19, 31
19, 0
19, 0
19, 19
19, 93
19, 0
19, 2
19, 0
19, 2
19, 0
19, 66
19, 1
19, 0
19, 3
19, 121
19, 1
19, 0
19, 5
19, 0
19, 0
19, 0
19, 0
19, 25
19, 64
19, 0
19, 61
19, 1
19, 330
19, 0
19, 2
19, 1
19, 0
19, 0
19, 342
19, 0
19, 25
19, 0
19, 60
19, 42
19, 4
19, 131
19, 3
19, 0
19, 0
19, 48
19, 0
19, 21
19, 0
19, 92
19, 1
19, 16
19, 241
19, 297
19, 0
19, 0
19, 0
19, 0
19, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 13530
20, 2542
20, 489
20, 201
20, 130
20, 171
20, 200
20, 62
20, 0
20, 0
20, 11
20, 58
20, 0
20, 53
20, 0
20, 3
20, 93
20, 0
20, 975
20, 0
20, 10
20, 6
20, 0
20, 42
20, 2
20, 322
20, 0
20, 0
20, 2
20, 0
20, 114
20, 0
20, 0
20, 6
20, 0
20, 0
20, 4
20, 0
20, 1
20, 0
20, 92
20, 0
20, 54
20, 0
20, 4
20, 0
20, 94
20, 0
20, 0
20, 2
20, 24
20, 210
20, 0
20, 5
20, 0
20, 0
20, 0
20, 0
20, 294
20, 369
20, 0
20, 263
20, 0
20, 84
20, 0
20, 3
20, 32
20, 0
20, 0
20, 0
20, 1
20, 9
20, 0
20, 185
20, 0
20, 4
20, 0
20, 4
20, 0
20, 0
20, 50
20, 0
20, 24
20, 0
20, 0
20, 11
20, 17
20, 0
20, 0
20, 1
20, 0
20, 0
20, 0
20, 0
21, 0
21, 0
21, 2175
21, 0
21, 2486
21, 1377
21, 617
21, 1693
21, 8353
21, 199
21, 282
21, 288
21, 349
21, 60
21, 258
21, 357
21, 0
21, 227
21, 109
21, 50
21, 62
21, 0
21, 111
21, 0
21, 2
21, 56
21, 14
21, 88
21, 68
21, 44
21, 5
21, 0
21, 1
21, 11
21, 4
21, 0
21, 292
21, 0
21, 70
21, 0
21, 0
21, 593
21, 30
21, 0
21, 1
21, 2
21, 93
21, 0
21, 6
21, 0
21, 2
21, 80
21, 1
21, 1
21, 45
21, 0
21, 55
21, 2
21, 0
21, 0
21, 0
21, 1
21, 1
21, 0
21, 17
21, 64
21, 0
21, 60
21, 3
21, 84
21, 0
21, 2
21, 0
21, 132
21, 0
21, 0
21, 0
21, 22
21, 0
21, 60
21, 41
21, 4
21, 5
21, 0
21, 0
21, 0
21, 49
21, 0
21, 20
21, 0
21, 0
21, 3
21, 2
21, 6
21, 0
21, 8
21, 0
21, 3
21, 0
21, 0
22, 0
22, 0
22, 0
22, 5600
22, 1336
22, 1377
22, 7391
22, 3554
22, 2892
22, 199
22, 180
22, 1011
22, 200
22, 62
22, 289
22, 180
22, 11
22, 87
22, 106
22, 50
22, 62
22, 1
22, 0
22, 0
22, 0
22, 5
22, 12
22, 0
22, 1
22, 95
22, 0
22, 0
22, 7
22, 3
22, 3
22, 0
22, 170
22, 0
22, 31
22, 0
22, 0
22, 1
22, 6
22, 0
22, 1
22, 0
22, 99
22, 0
22, 91
22, 0
22, 443
22, 1
22, 5
22, 194
22, 55
22, 1
22, 59
22, 72
22, 0
22, 0
22, 0
22, 0
22, 0
22, 0
22, 24
22, 94
22, 0
22, 61
22, 34
22, 84
22, 0
22, 4
22, 0
22, 66
22, 0
22, 0
22, 0
22, 5
22, 0
22, 66
22, 0
22, 4
22, 0
22, 3
22, 0
22, 0
22, 48
22, 0
22, 22
22, 0
22, 0
22, 2
22, 7
22, 12
22, 0
22, 1
22, 0
22, 0
22, 0
22, 0
23, 0
23, 0
23, 0
23, 0
23, 4085
23, 1530
23, 617
23, 1693
23, 246
23, 104
23, 223
23, 87
23, 249
23, 30
23, 2
23, 45
23, 0
23, 29
23, 108
23, 25
23, 0
23, 18
23, 46
23, 0
23, 1
23, 0
23, 44
23, 44
23, 67
23, 21
23, 0
23, 0
23, 0
23, 3
23, 1
23, 0
23, 60
23, 0
23, 0
23, 0
23, 0
23, 1
23, 1
23, 0
23, 0
23, 0
23, 46
23, 0
23, 3
23, 0
23, 1
23, 159
23, 1
23, 0
23, 45
23, 0
23, 0
23, 2
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 22
23, 33
23, 0
23, 60
23, 0
23, 42
23, 0
23, 0
23, 0
23, 0
23, 0
23, 0
23, 20
23, 4
23, 0
23, 0
23, 0
23, 0
23, 5
23, 0
23, 0
23, 0
23, 16
23, 22
23, 1
23, 0
23, 0
23, 8
23, 10
23, 5
23, 0
23, 11
23, 0
23, 0
23, 0
23, 0
24, 0
24, 0
24, 2465
24, 7617
24, 3425
24, 3670
24, 1109
24, 3041
24, 848
24, 294
24, 582
24, 320
24, 353
24, 61
24, 114
24, 90
24, 9
24, 87
24, 215
24, 50
24, 185
24, 18
24, 92
24, 0
24, 0
24, 0
24, 76
24, 2
24, 52
24, 45
24, 2
24, 0
24, 1
24, 2
24, 71
24, 0
24, 117
24, 0
24, 0
24, 0
24, 0
24, 1
24, 64
24, 0
24, 117
24, 0
24, 97
24, 0
24, 48
24, 0
24, 2
24, 80
24, 47
24, 0
24, 0
24, 15
24, 2
24, 1
24, 0
24, 0
24, 0
24, 0
24, 0
24, 0
24, 214
24, 93
24, 0
24, 119
24, 1
24, 84
24, 0
24, 0
24, 1
24, 0
24, 0
24, 0
24, 0
24, 1
24, 0
24, 233
24, 0
24, 4
24, 2
24, 0
24, 0
24, 0
24, 48
24, 0
24, 29
24, 0
24, 0
24, 0
24, 2
24, 2
24, 0
24, 1
24, 0
24, 0
24, 0
24, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 0
25, 8349
25, 115
25, 89
25, 277
25, 3750
25, 61
25, 0
25, 135
25, 7
25, 87
25, 483
25, 50
25, 62
25, 1
25, 2
25, 0
25, 0
25, 0
25, 41
25, 135
25, 60
25, 42
25, 2
25, 0
25, 1
25, 101
25, 4
25, 2
25, 2480
25, 0
25, 0
25, 0
25, 0
25, 44
25, 4
25, 0
25, 0
25, 1
25, 137
25, 0
25, 7
25, 0
25, 933
25, 0
25, 85
25, 2
25, 0
25, 0
25, 276
25, 1
25, 0
25, 0
25, 0
25, 2
25, 3
25, 0
25, 19
25, 64
25, 0
25, 90
25, 1
25, 166
25, 0
25, 2
25, 0
25, 198
25, 0
25, 57
25, 0
25, 22
25, 0
25, 62
25, 41
25, 4
25, 26
25, 0
25, 14
25, 0
25, 63
25, 0
25, 20
25, 0
25, 0
25, 43
25, 7
25, 7
25, 0
25, 0
25, 0
25, 9
25, 0
25, 0
26, 0
26, 0
26, 1887
26, 0
26, 3614
26, 2145
26, 615
26, 1690
26, 605
26, 5589
26, 329
26, 209
26, 200
26, 60
26, 0
26, 92
26, 5
26, 87
26, 107
26, 50
26, 62
26, 55
26, 93
26, 0
26, 2
26, 0
26, 0
26, 0
26, 2
26, 42
26, 2
26, 0
26, 1
26, 3
26, 5
26, 2
26, 118
26, 0
26, 0
26, 0
26, 0
26, 27
26, 6
26, 0
26, 7
26, 19
26, 94
26, 0
26, 47
26, 0
26, 1
26, 158
26, 165
26, 1
26, 41
26, 3
26, 57
26, 2
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 29
26, 65
26, 0
26, 61
26, 1
26, 84
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 0
26, 12
26, 0
26, 60
26, 42
26, 4
26, 0
26, 2
26, 0
26, 0
26, 49
26, 0
26, 125
26, 0
26, 0
26, 16
26, 2
26, 0
26, 0
26, 1
26, 0
26, 0
26, 0
26, 0
27, 0
27, 0
27, 2465
27, 0
27, 3804
27, 2140
27, 493
27, 1522
27, 8942
27, 192
27, 553
27, 361
27, 303
27, 61
27, 6
27, 267
27, 0
27, 115
27, 113
27, 50
27, 62
27, 0
27, 104
27, 0
27, 3
27, 77
27, 94
27, 0
27, 51
27, 47
27, 5
27, 0
27, 2
27, 8
27, 3
27, 0
27, 121
27, 0
27, 100
27, 0
27, 0
27, 422
27, 2
27, 0
27, 29
27, 1
27, 94
27, 0
27, 6
27, 0
27, 2
27, 80
27, 5
27, 2
27, 1
27, 3
27, 16
27, 1
27, 0
27, 0
27, 0
27, 1
27, 2
27, 0
27, 182
27, 185
27, 0
27, 61
27, 4
